"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Petrogale_sharmani","Diprotodontia","Macropodidae","Petrogale","sharmani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrogale_xanthopus","Diprotodontia","Macropodidae","Petrogale","xanthopus",9.04782026600713,NA,NA,NA,NA,3,NA,1,342.05
"Petropseudes_dahli","Diprotodontia","Pseudocheiridae","Petropseudes","dahli",7.5374460194103,NA,NA,NA,NA,1,NA,2,NA
"Phalanger_alexandrae","Diprotodontia","Phalangeridae","Phalanger","alexandrae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalanger_carmelitae","Diprotodontia","Phalangeridae","Phalanger","carmelitae",7.50707517969793,NA,6.01094849618067,NA,NA,5,NA,2,NA
"Phalanger_gymnotis","Diprotodontia","Phalangeridae","Phalanger","gymnotis",7.86245485607243,NA,6.11748026769084,NA,NA,4,NA,2,270
"Phalanger_intercastellanus","Diprotodontia","Phalangeridae","Phalanger","intercastellanus",7.46594147410797,NA,5.95155359579514,NA,NA,4,NA,2,NA
"Phalanger_lullulae","Diprotodontia","Phalangeridae","Phalanger","lullulae",7.39786786115059,NA,5.91961939745464,NA,NA,2,NA,2,NA
"Phalanger_matabiru","Diprotodontia","Phalangeridae","Phalanger","matabiru",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalanger_matanim","Diprotodontia","Phalangeridae","Phalanger","matanim",7.27404980601372,NA,5.99088938173209,NA,NA,2,NA,2,NA
"Phalanger_mimicus","Diprotodontia","Phalangeridae","Phalanger","mimicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalanger_orientalis","Diprotodontia","Phalangeridae","Phalanger","orientalis",7.81903346903275,NA,6.07265275229481,NA,NA,2,NA,2,NA
"Phalanger_ornatus","Diprotodontia","Phalangeridae","Phalanger","ornatus",7.48857327456816,NA,NA,NA,NA,1,NA,2,NA
"Phalanger_rothschildi","Diprotodontia","Phalangeridae","Phalanger","rothschildi",7.21890970761906,NA,NA,NA,NA,1,NA,2,NA
"Phalanger_sericeus","Diprotodontia","Phalangeridae","Phalanger","sericeus",7.60240133566582,NA,6.02189675422818,NA,NA,2,NA,2,NA
"Phalanger_vestitus","Diprotodontia","Phalangeridae","Phalanger","vestitus",7.52294091807237,NA,6.05185384712077,NA,NA,3,NA,2,NA
"Phascolarctos_cinereus","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus",8.78396924806257,NA,NA,6.94128676219093,8.46220888308348,2,0.01,2,347.53
"Potorous_gilbertii","Diprotodontia","Potoroidae","Potorous","gilbertii",7.35848689013373,NA,5.85790458264672,NA,NA,2,NA,NA,208.67
"Potorous_longipes","Diprotodontia","Potoroidae","Potorous","longipes",7.5148324575018,NA,5.88607625328657,NA,NA,3,0.29,1,161
"Potorous_platyops","Diprotodontia","Potoroidae","Potorous","platyops",6.21458809822219,NA,NA,NA,NA,NA,NA,NA,NA
"Potorous_tridactylus","Diprotodontia","Potoroidae","Potorous","tridactylus",6.9609832007707,NA,NA,6.18920823578946,6.9823988219779,NA,NA,NA,167.33
"Pseudocheirus_peregrinus","Diprotodontia","Pseudocheiridae","Pseudocheirus","peregrinus",6.79706949812438,NA,NA,6.07454110952507,6.82001636467413,2,0.00931,2,197.14
"Pseudochirops_albertisii","Diprotodontia","Pseudocheiridae","Pseudochirops","albertisii",6.66549261672122,NA,5.7847170921522,NA,NA,3,NA,2,NA
"Pseudochirops_archeri","Diprotodontia","Pseudocheiridae","Pseudochirops","archeri",7.04396308681007,NA,NA,NA,NA,1,NA,2,NA
"Pseudochirops_corinnae","Diprotodontia","Pseudocheiridae","Pseudochirops","corinnae",7.02375895473844,NA,5.8110212253258,NA,NA,2,NA,2,NA
"Pseudochirops_coronatus","Diprotodontia","Pseudocheiridae","Pseudochirops","coronatus",7.24125882769243,NA,5.82620657573991,NA,NA,2,NA,2,NA
"Pseudochirops_cupreus","Diprotodontia","Pseudocheiridae","Pseudochirops","cupreus",7.47538458701231,NA,5.93727231802456,NA,NA,2,NA,2,NA
"Pseudochirulus_canescens","Diprotodontia","Pseudocheiridae","Pseudochirulus","canescens",5.7037824746562,NA,5.40784419107528,NA,NA,2,NA,2,NA
"Pseudochirulus_caroli","Diprotodontia","Pseudocheiridae","Pseudochirulus","caroli",6.1225366682017,NA,5.73657229747919,NA,NA,2,NA,2,NA
"Pseudochirulus_cinereus","Diprotodontia","Pseudocheiridae","Pseudochirulus","cinereus",6.88497783129215,NA,NA,NA,NA,1,NA,2,NA
"Pseudochirulus_forbesi","Diprotodontia","Pseudocheiridae","Pseudochirulus","forbesi",6.46015481427119,NA,5.58040884068657,NA,NA,2,NA,2,NA
"Pseudochirulus_herbertensis","Diprotodontia","Pseudocheiridae","Pseudochirulus","herbertensis",7.00155522805281,NA,NA,NA,NA,NA,NA,2,159.09
"Pseudochirulus_larvatus","Diprotodontia","Pseudocheiridae","Pseudochirulus","larvatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudochirulus_mayeri","Diprotodontia","Pseudocheiridae","Pseudochirulus","mayeri",5.02223442993961,NA,5.29234959476825,NA,NA,3,NA,2,NA
"Pseudochirulus_schlegeli","Diprotodontia","Pseudocheiridae","Pseudochirulus","schlegeli",5.54298754840653,NA,5.37629640786463,NA,NA,2,NA,2,NA
"Setonix_brachyurus","Diprotodontia","Macropodidae","Setonix","brachyurus",8.01554862579133,NA,NA,6.66507206579331,7.86326672400957,2,NA,1,308.24
"Spilocuscus_kraemeri","Diprotodontia","Phalangeridae","Spilocuscus","kraemeri",NA,NA,NA,NA,NA,NA,NA,2,NA
"Spilocuscus_maculatus","Diprotodontia","Phalangeridae","Spilocuscus","maculatus",8.30905154667037,NA,6.12678184405561,6.96837990079857,8.35467426191846,3,NA,2,240.75
"Spilocuscus_papuensis","Diprotodontia","Phalangeridae","Spilocuscus","papuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilocuscus_rufoniger","Diprotodontia","Phalangeridae","Spilocuscus","rufoniger",8.69951308154214,NA,NA,NA,NA,NA,NA,NA,NA
"Strigocuscus_celebensis","Diprotodontia","Phalangeridae","Strigocuscus","celebensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strigocuscus_pelengensis","Diprotodontia","Phalangeridae","Strigocuscus","pelengensis",NA,NA,NA,NA,NA,1,NA,2,NA
"Tarsipes_rostratus","Diprotodontia","Tarsipedidae","Tarsipes","rostratus",2.26799364822443,NA,4.34821128617915,3.36729582998647,2.30258509299405,1,0.000814,2,89.74
"Thylogale_billardierii","Diprotodontia","Macropodidae","Thylogale","billardierii",8.67690438290414,NA,NA,NA,NA,NA,NA,1,289.17
"Thylogale_browni","Diprotodontia","Macropodidae","Thylogale","browni",8.60849534982302,NA,6.31151699959021,NA,NA,NA,NA,1,NA
"Thylogale_brunii","Diprotodontia","Macropodidae","Thylogale","brunii",NA,NA,6.29080959191577,NA,NA,NA,NA,1,NA
"Thylogale_calabyi","Diprotodontia","Macropodidae","Thylogale","calabyi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thylogale_lanatus","Diprotodontia","Macropodidae","Thylogale","lanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thylogale_stigmatica","Diprotodontia","Macropodidae","Thylogale","stigmatica",8.41437832173939,NA,6.33703809797554,NA,NA,3,0.02,1,250
"Thylogale_thetis","Diprotodontia","Macropodidae","Thylogale","thetis",8.59414497325024,NA,NA,7.24365592370439,8.38935981990635,NA,0.1,1,209.4
"Trichosurus_arnhemensis","Diprotodontia","Phalangeridae","Trichosurus","arnhemensis",7.34001809947568,NA,NA,NA,NA,2,NA,2,181.46
"Trichosurus_caninus","Diprotodontia","Phalangeridae","Trichosurus","caninus",8.04400369267329,NA,NA,NA,NA,1,0.02,2,241.95
"Trichosurus_cunninghami","Diprotodontia","Phalangeridae","Trichosurus","cunninghami",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichosurus_johnstonii","Diprotodontia","Phalangeridae","Trichosurus","johnstonii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichosurus_vulpecula","Diprotodontia","Phalangeridae","Trichosurus","vulpecula",7.89558124779165,NA,6.15863016401273,6.43667907473343,7.59186171488993,1,0.03,2,191.59
"Vombatus_ursinus","Diprotodontia","Vombatidae","Vombatus","ursinus",10.1658518170036,NA,6.8944471169184,NA,NA,3,0.08,1,447.45
"Wallabia_bicolor","Diprotodontia","Macropodidae","Wallabia","bicolor",9.61580214674546,NA,NA,NA,NA,2,0.11,1,447.45
"Wyulda_squamicaudata","Diprotodontia","Phalangeridae","Wyulda","squamicaudata",7.49510295865545,NA,NA,NA,NA,1,NA,2,240.97
"Atelerix_albiventris","Erinaceomorpha","Erinaceidae","Atelerix","albiventris",5.6816731890681,NA,5.07072644030655,4.98838968514894,6.10924758276437,5,NA,1,59.27
"Atelerix_algirus","Erinaceomorpha","Erinaceidae","Atelerix","algirus",6.80680723625363,NA,5.36952112555437,NA,NA,3,NA,NA,39.7
"Atelerix_frontalis","Erinaceomorpha","Erinaceidae","Atelerix","frontalis",5.79642242590465,NA,5.20301718669371,NA,NA,6,NA,1,34.8
"Atelerix_sclateri","Erinaceomorpha","Erinaceidae","Atelerix","sclateri",NA,NA,4.86745752441993,NA,NA,NA,NA,NA,NA
"Echinosorex_gymnura","Erinaceomorpha","Erinaceidae","Echinosorex","gymnura",6.62874218875408,NA,5.79209855570477,6.22424154739043,6.58091649132916,3,NA,1,NA
"Erinaceus_amurensis","Erinaceomorpha","Erinaceidae","Erinaceus","amurensis",NA,NA,5.52001988006584,NA,NA,1,NA,1,NA
"Erinaceus_concolor","Erinaceomorpha","Erinaceidae","Erinaceus","concolor",6.50127465541265,NA,5.44626312129634,NA,NA,8,0.01,1,41.3
"Erinaceus_europaeus","Erinaceomorpha","Erinaceidae","Erinaceus","europaeus",6.65666225476097,NA,5.4687771835768,6.00289892473365,6.87791443697112,8,0.08,1,40
"Erinaceus_roumanicus","Erinaceomorpha","Erinaceidae","Erinaceus","roumanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hemiechinus_auritus","Erinaceomorpha","Erinaceidae","Hemiechinus","auritus",5.77467576143178,NA,5.34710753071747,5.02012347196856,5.98770749823027,3,0.03,1,39.7
"Hemiechinus_collaris","Erinaceomorpha","Erinaceidae","Hemiechinus","collaris",NA,NA,5.0976077814408,NA,NA,2,NA,1,NA
"Hylomys_megalotis","Erinaceomorpha","Erinaceidae","Hylomys","megalotis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hylomys_parvus","Erinaceomorpha","Erinaceidae","Hylomys","parvus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hylomys_suillus","Erinaceomorpha","Erinaceidae","Hylomys","suillus",4.05369616374429,NA,4.88650717088003,NA,NA,2,0.00189,2,NA
"Mesechinus_dauuricus","Erinaceomorpha","Erinaceidae","Mesechinus","dauuricus",NA,NA,5.369101965266,NA,NA,2,NA,1,NA
"Mesechinus_hughi","Erinaceomorpha","Erinaceidae","Mesechinus","hughi",NA,NA,5.29831736654804,NA,NA,2,NA,NA,NA
"Neohylomys_hainanensis","Erinaceomorpha","Erinaceidae","Neohylomys","hainanensis",3.95527404742246,NA,4.90520070162074,NA,NA,1,NA,1,NA
"Neotetracus_sinensis","Erinaceomorpha","Erinaceidae","Neotetracus","sinensis",NA,NA,4.77034558394708,NA,NA,1,NA,1,NA
"Paraechinus_aethiopicus","Erinaceomorpha","Erinaceidae","Paraechinus","aethiopicus",5.86476689406202,NA,5.20329214613893,4.72295322164447,6.11257537285704,2,NA,1,67.27
"Paraechinus_hypomelas","Erinaceomorpha","Erinaceidae","Paraechinus","hypomelas",5.36129216570943,NA,5.3357094857651,NA,NA,3,NA,NA,NA
"Paraechinus_micropus","Erinaceomorpha","Erinaceidae","Paraechinus","micropus",5.14166355650266,NA,5.19295685089021,NA,NA,2,NA,NA,45.05
"Paraechinus_nudiventris","Erinaceomorpha","Erinaceidae","Paraechinus","nudiventris",NA,NA,NA,NA,NA,2,NA,NA,NA
"Podogymnura_aureospinula","Erinaceomorpha","Erinaceidae","Podogymnura","aureospinula",NA,NA,5.29831736654804,NA,NA,NA,NA,NA,NA
"Podogymnura_truei","Erinaceomorpha","Erinaceidae","Podogymnura","truei",NA,NA,5.97918951623237,NA,NA,2,NA,1,NA
"Dendrohyrax_arboreus","Hyracoidea","Procaviidae","Dendrohyrax","arboreus",8.00005099336627,NA,6.21458809822219,NA,NA,3,NA,2,152.08
"Dendrohyrax_dorsalis","Hyracoidea","Procaviidae","Dendrohyrax","dorsalis",8.06305976171553,NA,NA,6.62193813313987,7.7007477945118,2,NA,2,NA
"Heterohyrax_brucei","Hyracoidea","Procaviidae","Heterohyrax","brucei",7.80533606636476,NA,6.15058144625734,6.50614274018946,7.16006920759613,5,NA,2,129.04
"Procavia_capensis","Hyracoidea","Procaviidae","Procavia","capensis",7.99040077412817,NA,6.14712123519245,6.65929391968364,7.75147531802146,5,0.00264,2,90.99
"Brachylagus_idahoensis","Lagomorpha","Leporidae","Brachylagus","idahoensis",6.06654882823125,NA,5.58010711329498,NA,NA,2,0.00379,1,NA
"Bunolagus_monticularis","Lagomorpha","Leporidae","Bunolagus","monticularis",7.46737678118695,NA,6.06378520868761,NA,NA,3,0.14,NA,NA
"Caprolagus_hispidus","Lagomorpha","Leporidae","Caprolagus","hispidus",7.82284128546599,NA,6.13172636452479,NA,NA,3,0.00412,1,NA
"Lepus_alleni","Lagomorpha","Leporidae","Lepus","alleni",8.27639470486331,NA,6.30260066055887,7.48857327456816,8.08641027532378,2,4.53,NA,NA
"Lepus_americanus","Lagomorpha","Leporidae","Lepus","americanus",7.35782402218589,NA,6.0508884483479,7.13109081186671,7.35423436318092,3,0.04,NA,22.98
"Lepus_arcticus","Lagomorpha","Leporidae","Lepus","arcticus",8.392248824529,NA,6.34912150870949,NA,NA,3,2.26,NA,NA
"Lepus_brachyurus","Lagomorpha","Leporidae","Lepus","brachyurus",7.83179590271635,NA,6.21458809822219,NA,NA,NA,NA,NA,NA
"Lepus_californicus","Lagomorpha","Leporidae","Lepus","californicus",7.79254708779689,NA,6.17378610390194,7.1785454837637,7.74066440191724,2,0.56,1,19.85
"Lepus_callotis","Lagomorpha","Leporidae","Lepus","callotis",7.86640027085798,NA,6.19234203936802,NA,NA,1,NA,NA,NA
"Lepus_capensis","Lagomorpha","Leporidae","Lepus","capensis",7.62418432139386,NA,6.05450976632503,NA,NA,3,0.41,1,27.63
"Lepus_castroviejoi","Lagomorpha","Leporidae","Lepus","castroviejoi",7.9453464088901,NA,6.22057028918641,NA,NA,NA,NA,NA,NA
"Lepus_comus","Lagomorpha","Leporidae","Lepus","comus",7.60865235140214,NA,6.15417845759573,NA,NA,2,NA,NA,NA
"Lepus_coreanus","Lagomorpha","Leporidae","Lepus","coreanus",NA,NA,6.14203740558736,NA,NA,NA,NA,NA,NA
"Lepus_corsicanus","Lagomorpha","Leporidae","Lepus","corsicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_europaeus","Lagomorpha","Leporidae","Lepus","europaeus",8.24707070965803,NA,6.26530121273771,NA,NA,NA,0.31,NA,NA
"Lepus_fagani","Lagomorpha","Leporidae","Lepus","fagani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_flavigularis","Lagomorpha","Leporidae","Lepus","flavigularis",8.00636090096136,NA,6.30950000894593,NA,NA,2,NA,NA,NA
"Lepus_granatensis","Lagomorpha","Leporidae","Lepus","granatensis",7.75101930008258,NA,6.12905021006055,NA,NA,NA,NA,NA,NA
"Lepus_habessinicus","Lagomorpha","Leporidae","Lepus","habessinicus",7.60865235140214,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_hainanus","Lagomorpha","Leporidae","Lepus","hainanus",7.32097027895036,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_insularis","Lagomorpha","Leporidae","Lepus","insularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_mandshuricus","Lagomorpha","Leporidae","Lepus","mandshuricus",7.51428191525831,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_microtis","Lagomorpha","Leporidae","Lepus","microtis",7.47511812368771,NA,6.10924758276437,NA,NA,3,NA,NA,NA
"Lepus_nigricollis","Lagomorpha","Leporidae","Lepus","nigricollis",7.73816127169912,NA,NA,NA,NA,NA,0.01,NA,NA
"Lepus_oiostolus","Lagomorpha","Leporidae","Lepus","oiostolus",7.8113862127095,NA,6.14289725086819,NA,NA,1,NA,1,NA
"Lepus_othus","Lagomorpha","Leporidae","Lepus","othus",8.48412232910535,NA,6.35457871467562,NA,NA,2,NA,NA,48.99
"Lepus_peguensis","Lagomorpha","Leporidae","Lepus","peguensis",7.72643318198929,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_saxatilis","Lagomorpha","Leporidae","Lepus","saxatilis",7.86081371784851,NA,6.20455776256869,NA,NA,NA,NA,1,NA
"Lepus_sinensis","Lagomorpha","Leporidae","Lepus","sinensis",7.38237946698609,NA,5.94017125272043,NA,NA,NA,NA,NA,NA
"Lepus_starcki","Lagomorpha","Leporidae","Lepus","starcki",7.92322868287449,NA,6.23441072571837,NA,NA,NA,NA,1,NA
"Lepus_tibetanus","Lagomorpha","Leporidae","Lepus","tibetanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_timidus","Lagomorpha","Leporidae","Lepus","timidus",8.04090425092048,NA,6.23244801655052,NA,NA,NA,0.86,NA,NA
"Lepus_tolai","Lagomorpha","Leporidae","Lepus","tolai",7.37086016653672,NA,NA,NA,NA,NA,NA,NA,NA
"Lepus_townsendii","Lagomorpha","Leporidae","Lepus","townsendii",8.12315455185649,NA,6.24025635180339,7.31754435857036,7.87092959675514,2,NA,NA,29.23
"Lepus_yarkandensis","Lagomorpha","Leporidae","Lepus","yarkandensis",7.2864724971971,NA,5.96614673912369,NA,NA,1,NA,1,NA
"Nesolagus_netscheri","Lagomorpha","Leporidae","Nesolagus","netscheri",7.32097027895036,NA,5.93417965468172,NA,NA,2,NA,1,NA
"Nesolagus_timminsi","Lagomorpha","Leporidae","Nesolagus","timminsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_alpina","Lagomorpha","Ochotonidae","Ochotona","alpina",5.01063529409626,NA,5.16478597392351,NA,NA,NA,NA,1,21
"Ochotona_argentata","Lagomorpha","Ochotonidae","Ochotona","argentata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_cansus","Lagomorpha","Ochotonidae","Ochotona","cansus",4.23047673654668,NA,4.90156419904189,NA,NA,1,0.000567,1,18
"Ochotona_collaris","Lagomorpha","Ochotonidae","Ochotona","collaris",4.85981240436167,NA,5.23345879419954,NA,NA,2,0.001,1,NA
"Ochotona_curzoniae","Lagomorpha","Ochotonidae","Ochotona","curzoniae",5.07185581675988,NA,5.13579843705026,NA,NA,1,0.00107,1,NA
"Ochotona_dauurica","Lagomorpha","Ochotonidae","Ochotona","dauurica",4.87527365616558,NA,5.19295685089021,NA,NA,3,NA,1,NA
"Ochotona_erythrotis","Lagomorpha","Ochotonidae","Ochotona","erythrotis",NA,NA,5.50125821054473,NA,NA,NA,NA,1,NA
"Ochotona_forresti","Lagomorpha","Ochotonidae","Ochotona","forresti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_gaoligongensis","Lagomorpha","Ochotonidae","Ochotona","gaoligongensis",NA,NA,5.11847273962897,NA,NA,NA,NA,1,NA
"Ochotona_gloveri","Lagomorpha","Ochotonidae","Ochotona","gloveri",NA,NA,NA,NA,NA,NA,NA,1,NA
"Ochotona_himalayana","Lagomorpha","Ochotonidae","Ochotona","himalayana",NA,NA,5.10897119481712,NA,NA,NA,NA,1,NA
"Ochotona_hoffmanni","Lagomorpha","Ochotonidae","Ochotona","hoffmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_huangensis","Lagomorpha","Ochotonidae","Ochotona","huangensis",4.65709827884845,NA,5.05235288744812,NA,NA,NA,NA,NA,NA
"Ochotona_hyperborea","Lagomorpha","Ochotonidae","Ochotona","hyperborea",4.78749174278205,NA,5.07517381523383,NA,NA,NA,0.00215,1,NA
"Ochotona_iliensis","Lagomorpha","Ochotonidae","Ochotona","iliensis",NA,NA,5.31414150189492,NA,NA,NA,NA,1,NA
"Ochotona_koslowi","Lagomorpha","Ochotonidae","Ochotona","koslowi",NA,NA,5.48059725580725,NA,NA,NA,NA,1,NA
"Ochotona_ladacensis","Lagomorpha","Ochotonidae","Ochotona","ladacensis",NA,NA,5.17840706987548,NA,NA,1,NA,1,NA
"Ochotona_macrotis","Lagomorpha","Ochotonidae","Ochotona","macrotis",5.32178972273318,NA,5.18458860121969,NA,NA,NA,NA,1,NA
"Ochotona_muliensis","Lagomorpha","Ochotonidae","Ochotona","muliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_nigritia","Lagomorpha","Ochotonidae","Ochotona","nigritia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochotona_nubrica","Lagomorpha","Ochotonidae","Ochotona","nubrica",NA,NA,5.01063529409626,NA,NA,NA,NA,1,NA
"Ochotona_pallasi","Lagomorpha","Ochotonidae","Ochotona","pallasi",NA,NA,NA,NA,NA,NA,0.00175,1,19.44
"Ochotona_princeps","Lagomorpha","Ochotonidae","Ochotona","princeps",5.06025051463845,NA,5.24702407216049,5.11661561763349,4.69134788222914,2,0.00111,1,26.45
"Ochotona_pusilla","Lagomorpha","Ochotonidae","Ochotona","pusilla",4.95934199970871,NA,5.05624580534831,NA,NA,1,NA,1,21
"Ochotona_roylei","Lagomorpha","Ochotonidae","Ochotona","roylei",5.56068163101553,NA,5.18015300819739,NA,NA,NA,NA,1,21
"Ochotona_rufescens","Lagomorpha","Ochotonidae","Ochotona","rufescens",5.52146091786225,NA,5.28568795014789,NA,NA,NA,NA,1,19.09
"Ochotona_rutila","Lagomorpha","Ochotonidae","Ochotona","rutila",NA,NA,5.34152052384868,NA,NA,2,NA,1,NA
"Ochotona_thibetana","Lagomorpha","Ochotonidae","Ochotona","thibetana",NA,NA,NA,NA,NA,NA,NA,1,NA
"Ochotona_thomasi","Lagomorpha","Ochotonidae","Ochotona","thomasi",NA,NA,NA,NA,NA,NA,NA,1,NA
"Ochotona_turuchanensis","Lagomorpha","Ochotonidae","Ochotona","turuchanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryctolagus_cuniculus","Lagomorpha","Leporidae","Oryctolagus","cuniculus",7.37184772153793,NA,5.99146454710798,NA,NA,2,0.04,NA,26.3
"Pentalagus_furnessi","Lagomorpha","Leporidae","Pentalagus","furnessi",NA,NA,6.09580203965607,NA,NA,3,NA,1,NA
"Poelagus_marjorita","Lagomorpha","Leporidae","Poelagus","marjorita",7.82791850307017,NA,6.1527326947041,NA,NA,NA,NA,NA,NA
"Prolagus_sardus","Lagomorpha","Prolagidae","Prolagus","sardus",NA,NA,5.41610040220442,NA,NA,NA,NA,NA,NA
"Pronolagus_crassicaudatus","Lagomorpha","Leporidae","Pronolagus","crassicaudatus",7.78956636107962,NA,6.23441072571837,NA,NA,2,NA,1,NA
"Pronolagus_randensis","Lagomorpha","Leporidae","Pronolagus","randensis",7.77337147236824,NA,6.13120475011641,NA,NA,2,NA,NA,NA
"Pronolagus_rupestris","Lagomorpha","Leporidae","Pronolagus","rupestris",7.71868105074415,NA,6.08322297234752,NA,NA,2,NA,NA,NA
"Romerolagus_diazi","Lagomorpha","Leporidae","Romerolagus","diazi",6.14328394016816,NA,5.6953469958351,NA,NA,2,NA,1,28.71
"Sylvilagus_aquaticus","Lagomorpha","Leporidae","Sylvilagus","aquaticus",7.66544410567477,NA,6.12588616836139,NA,NA,2,0.01,1,20.88
"Sylvilagus_audubonii","Lagomorpha","Leporidae","Sylvilagus","audubonii",6.78092140780534,NA,5.78456337133964,6.08160228194404,6.51085340153446,2,0.03,1,24.5
"Sylvilagus_bachmani","Lagomorpha","Leporidae","Sylvilagus","bachmani",6.57162498389225,NA,5.71630375520987,NA,NA,3,0.00222,1,16.27
"Sylvilagus_brasiliensis","Lagomorpha","Leporidae","Sylvilagus","brasiliensis",6.89440658021241,NA,5.89520141338727,NA,NA,1,NA,1,26.3
"Sylvilagus_cognatus","Lagomorpha","Leporidae","Sylvilagus","cognatus",NA,NA,5.95581146239349,NA,NA,NA,NA,NA,NA
"Sylvilagus_cunicularius","Lagomorpha","Leporidae","Sylvilagus","cunicularius",7.81985323343659,NA,6.07759637073727,NA,NA,2,NA,1,NA
"Sylvilagus_dicei","Lagomorpha","Leporidae","Sylvilagus","dicei",NA,NA,5.92553839699181,NA,NA,2,NA,1,31.32
"Sylvilagus_floridanus","Lagomorpha","Leporidae","Sylvilagus","floridanus",7.09605062378779,NA,5.91620206260743,NA,NA,2,0.01,1,22.78
"Sylvilagus_graysoni","Lagomorpha","Leporidae","Sylvilagus","graysoni",6.87110166800073,NA,6.06052408303948,NA,NA,NA,NA,1,NA
"Sylvilagus_insonus","Lagomorpha","Leporidae","Sylvilagus","insonus",8.00636090096136,NA,5.97251105919089,NA,NA,NA,NA,1,NA
"Sylvilagus_mansuetus","Lagomorpha","Leporidae","Sylvilagus","mansuetus",NA,NA,5.68694145746017,NA,NA,NA,NA,1,NA
"Sylvilagus_nuttallii","Lagomorpha","Leporidae","Sylvilagus","nuttallii",6.68653487722978,NA,5.78216226198225,NA,NA,1,NA,2,31.26
"Sylvilagus_obscurus","Lagomorpha","Leporidae","Sylvilagus","obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvilagus_palustris","Lagomorpha","Leporidae","Sylvilagus","palustris",7.21172646060673,NA,5.99595445238083,NA,NA,2,0.03,1,NA
"Sylvilagus_robustus","Lagomorpha","Leporidae","Sylvilagus","robustus",NA,NA,5.97685839471862,NA,NA,NA,NA,NA,NA
"Sylvilagus_transitionalis","Lagomorpha","Leporidae","Sylvilagus","transitionalis",6.70135821914654,NA,5.89437528567603,NA,NA,3,0.00429,1,15.95
"Sylvilagus_varynaensis","Lagomorpha","Leporidae","Sylvilagus","varynaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantulus_brachyrhynchus","Macroscelidea","Macroscelididae","Elephantulus","brachyrhynchus",3.8091039514203,NA,4.75030895165433,3.77436884012935,3.81330703248899,1,NA,1,NA
"Elephantulus_edwardii","Macroscelidea","Macroscelididae","Elephantulus","edwardii",3.90580370561423,NA,4.77794632993851,3.99618031343487,3.91002100275747,NA,NA,1,27.28
"Elephantulus_fuscipes","Macroscelidea","Macroscelididae","Elephantulus","fuscipes",4.04305126783455,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantulus_fuscus","Macroscelidea","Macroscelididae","Elephantulus","fuscus",NA,NA,NA,NA,NA,1,NA,NA,NA
"Elephantulus_intufi","Macroscelidea","Macroscelididae","Elephantulus","intufi",3.88977739648083,NA,4.76737406586295,3.95278099790031,3.83945231259331,1,NA,1,36.49
"Elephantulus_myurus","Macroscelidea","Macroscelididae","Elephantulus","myurus",4.08614436565676,NA,4.85398148405088,4.35978102572656,4.17745946893261,3,NA,1,22.82
"Elephantulus_revoili","Macroscelidea","Macroscelididae","Elephantulus","revoili",3.48093234968101,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantulus_rozeti","Macroscelidea","Macroscelididae","Elephantulus","rozeti",3.76282669906602,NA,NA,NA,NA,NA,NA,1,NA
"Elephantulus_rufescens","Macroscelidea","Macroscelididae","Elephantulus","rufescens",3.96613233107518,NA,5.52078068655738,4.04059210622285,3.97029191355212,5,0.00265,1,24.85
